,0
14194,0
14195,0
14196,0
14197,0
14198,1
14199,0
14200,0
14201,0
14202,1
14203,0
14204,0
14205,0
14206,0
14207,1
14208,0
14209,1
14210,0
14211,0
14212,0
14213,0
14214,0
14215,0
14216,0
14217,1
14218,0
14219,0
14220,0
14221,0
14222,0
14223,1
14224,1
14225,0
14226,0
14227,0
14228,1
14229,0
14230,0
14231,0
14232,0
14233,0
14234,0
14235,1
14236,0
14237,1
14238,0
14239,0
14240,0
14241,0
14242,1
14243,0
14244,0
14245,0
14246,0
14247,0
14248,1
14249,0
14250,1
14251,0
14252,0
14253,0
14254,0
14255,1
14256,0
14257,0
14258,0
14259,1
14260,1
14261,0
14262,0
14263,0
14264,1
14265,0
14266,0
14267,0
14268,0
14269,1
14270,0
14271,0
14272,0
14273,0
14274,0
14275,1
14276,1
14277,1
14278,0
14279,0
14280,1
14281,0
14282,1
14283,0
14284,0
14285,0
14286,0
14287,0
14288,0
14289,0
14290,0
14291,1
14292,0
14293,1
14294,1
14295,0
14296,0
14297,1
14298,0
14299,0
14300,0
14301,0
14302,0
14303,0
14304,0
14305,1
14306,0
14307,1
14308,0
14309,0
14310,0
14311,1
14312,0
14313,0
14314,1
14315,0
14316,1
14317,1
14318,1
14319,1
14320,1
14321,0
14322,0
14323,0
14324,0
14325,0
14326,1
14327,0
14328,1
14329,0
14330,1
14331,0
14332,0
14333,0
14334,0
14335,0
14336,1
14337,1
14338,0
14339,0
14340,0
14341,0
14342,1
14343,0
14344,0
14345,0
14346,1
14347,0
14348,0
14349,1
14350,0
14351,0
14352,0
14353,0
14354,1
14355,0
14356,0
14357,0
14358,0
14359,1
14360,0
14361,0
14362,0
14363,0
14364,1
14365,0
14366,0
14367,0
14368,1
14369,1
14370,0
14371,0
14372,0
14373,0
14374,0
14375,1
14376,0
14377,0
14378,0
14379,0
14380,0
14381,0
14382,0
14383,0
14384,0
14385,1
14386,0
14387,0
14388,0
14389,0
14390,0
14391,0
14392,1
14393,0
14394,0
14395,0
14396,0
14397,0
14398,0
14399,0
14400,0
14401,0
14402,0
14403,0
14404,0
14405,1
14406,0
14407,0
14408,1
14409,0
14410,1
14411,0
14412,0
14413,0
14414,0
14415,0
14416,0
14417,1
14418,0
14419,1
14420,0
14421,0
14422,0
14423,0
14424,1
14425,0
14426,0
14427,0
14428,0
14429,0
14430,0
14431,0
14432,0
14433,0
14434,0
14435,1
14436,0
14437,0
14438,0
14439,1
14440,1
14441,0
14442,0
14443,0
14444,0
14445,0
14446,0
14447,0
14448,0
14449,0
14450,1
14451,0
14452,0
14453,0
14454,1
14455,0
14456,0
14457,1
14458,1
14459,1
14460,0
14461,0
14462,0
14463,1
14464,0
14465,1
14466,0
14467,1
14468,1
14469,0
14470,0
14471,0
14472,0
14473,0
14474,0
14475,1
14476,0
14477,0
14478,0
14479,1
14480,1
14481,1
14482,1
14483,0
14484,0
14485,1
14486,0
14487,1
14488,1
14489,1
14490,0
14491,1
14492,1
14493,1
14494,0
14495,0
14496,1
14497,0
14498,0
14499,1
14500,0
14501,0
14502,0
14503,0
14504,0
14505,0
14506,0
14507,0
14508,0
14509,1
14510,0
14511,0
14512,1
14513,0
14514,0
14515,0
14516,0
14517,0
14518,0
14519,1
14520,1
14521,0
14522,0
14523,0
14524,0
14525,0
14526,0
14527,1
14528,0
14529,0
14530,0
14531,1
14532,1
14533,0
14534,1
14535,0
14536,1
14537,0
14538,0
14539,0
14540,0
14541,1
14542,1
14543,0
14544,0
14545,0
14546,1
14547,1
14548,0
14549,0
14550,0
14551,1
14552,1
14553,0
14554,0
14555,0
14556,1
14557,0
14558,1
14559,0
14560,0
14561,1
14562,0
14563,0
14564,0
14565,0
14566,0
14567,0
14568,0
14569,0
14570,0
14571,1
14572,0
14573,0
14574,0
14575,1
14576,0
14577,0
14578,0
14579,1
14580,0
14581,0
14582,1
14583,0
14584,0
14585,0
14586,0
14587,1
14588,1
14589,1
14590,0
14591,1
14592,0
14593,0
14594,0
14595,0
14596,0
14597,0
14598,0
14599,0
14600,1
14601,0
14602,1
14603,0
14604,0
14605,0
14606,0
14607,1
14608,0
14609,0
14610,0
14611,0
14612,1
14613,0
14614,0
14615,0
14616,0
14617,1
14618,0
14619,0
14620,0
14621,0
14622,1
14623,1
14624,0
14625,0
14626,0
14627,0
14628,0
14629,0
14630,1
14631,1
14632,1
14633,0
14634,0
14635,1
14636,0
14637,1
14638,1
14639,1
14640,0
14641,0
14642,0
14643,0
14644,0
14645,0
14646,0
14647,0
14648,0
14649,0
14650,0
14651,1
14652,0
14653,0
14654,1
14655,1
14656,0
14657,0
14658,1
14659,0
14660,0
14661,0
14662,0
14663,0
14664,0
14665,1
14666,0
14667,0
14668,0
14669,0
14670,1
14671,0
14672,0
14673,1
14674,1
14675,0
14676,0
14677,1
14678,0
14679,0
14680,0
14681,0
14682,0
14683,0
14684,0
14685,1
14686,1
14687,0
14688,0
14689,0
14690,0
14691,0
14692,0
14693,0
14694,0
14695,0
14696,0
14697,0
14698,0
14699,0
14700,0
14701,0
14702,1
14703,1
14704,0
14705,0
14706,0
14707,0
14708,1
14709,0
14710,0
14711,0
14712,0
14713,0
14714,0
14715,1
14716,0
14717,0
14718,0
14719,1
14720,0
14721,0
14722,0
14723,0
14724,1
14725,0
14726,0
14727,0
14728,0
14729,0
14730,0
14731,0
14732,0
14733,0
14734,0
14735,0
14736,0
14737,0
14738,0
14739,1
14740,0
14741,1
14742,1
14743,0
14744,1
14745,0
14746,0
14747,0
14748,0
14749,0
14750,0
14751,0
14752,1
14753,0
14754,1
14755,0
14756,1
14757,0
14758,1
14759,0
14760,0
14761,1
14762,1
14763,1
14764,0
14765,1
14766,0
14767,0
14768,0
14769,1
14770,0
14771,1
14772,0
14773,0
14774,0
14775,0
14776,0
14777,0
14778,0
14779,1
14780,0
14781,0
14782,0
14783,1
14784,1
14785,1
14786,0
14787,0
14788,1
14789,0
14790,0
14791,1
14792,1
14793,1
14794,0
14795,1
14796,0
14797,0
14798,0
14799,0
14800,0
14801,0
14802,0
14803,0
14804,0
14805,0
14806,0
14807,1
14808,0
14809,1
14810,0
14811,0
14812,0
14813,0
14814,1
14815,0
14816,0
14817,1
14818,0
14819,1
14820,1
14821,1
14822,0
14823,0
14824,1
14825,0
14826,0
14827,1
14828,0
14829,0
14830,1
14831,0
14832,0
14833,0
14834,0
14835,0
14836,0
14837,0
14838,0
14839,1
14840,0
14841,0
14842,0
14843,1
14844,1
14845,1
14846,0
14847,0
14848,0
14849,0
14850,1
14851,1
14852,1
14853,0
14854,0
14855,0
14856,0
14857,0
14858,0
14859,0
14860,1
14861,0
14862,0
14863,0
14864,0
14865,0
14866,0
14867,1
14868,0
14869,0
14870,1
14871,1
14872,1
14873,0
14874,0
14875,0
14876,0
14877,0
14878,0
14879,0
14880,0
14881,1
14882,0
14883,0
14884,0
14885,0
14886,0
14887,1
14888,0
14889,0
14890,0
14891,1
14892,0
14893,0
14894,1
14895,0
14896,0
14897,0
14898,0
14899,0
14900,0
14901,0
14902,1
14903,0
14904,0
14905,1
14906,0
14907,0
14908,0
14909,1
14910,0
14911,0
14912,0
14913,0
14914,0
14915,0
14916,1
14917,0
14918,0
14919,0
14920,0
14921,0
14922,0
14923,0
14924,0
14925,0
14926,1
14927,0
14928,0
14929,0
14930,0
14931,0
14932,1
14933,0
14934,0
14935,0
14936,0
14937,1
14938,0
14939,0
14940,0
14941,0
14942,0
14943,0
14944,1
14945,0
14946,1
14947,0
14948,0
14949,0
14950,1
14951,0
14952,0
14953,0
14954,0
14955,1
14956,0
14957,1
14958,0
14959,0
14960,0
14961,0
14962,0
14963,0
14964,0
14965,1
14966,0
14967,1
14968,1
14969,0
14970,0
14971,0
14972,0
14973,0
14974,0
14975,0
14976,0
14977,1
14978,1
14979,1
14980,0
14981,0
14982,1
14983,0
14984,0
14985,1
14986,1
14987,0
14988,0
14989,0
14990,0
14991,1
14992,0
14993,0
14994,0
14995,0
14996,0
14997,1
14998,0
14999,0
15000,0
15001,1
15002,1
15003,1
15004,0
15005,0
15006,0
15007,0
15008,0
15009,1
15010,0
15011,0
15012,0
15013,0
15014,1
15015,0
15016,1
15017,0
15018,0
15019,0
15020,0
15021,0
15022,0
15023,0
15024,0
15025,0
15026,0
15027,0
15028,0
15029,1
15030,1
15031,0
15032,0
15033,0
15034,1
15035,1
15036,0
15037,0
15038,0
15039,0
15040,0
15041,1
15042,1
15043,0
15044,0
15045,0
15046,0
15047,1
15048,1
15049,0
15050,1
15051,1
15052,0
15053,1
15054,0
15055,0
15056,0
15057,0
15058,0
15059,0
15060,0
15061,1
15062,1
15063,0
15064,1
15065,0
15066,1
15067,1
15068,0
15069,0
15070,0
15071,0
15072,0
15073,0
15074,0
15075,1
15076,1
15077,0
15078,0
15079,0
15080,0
15081,0
15082,0
15083,1
15084,0
15085,0
15086,0
15087,0
15088,1
15089,1
15090,0
15091,0
15092,0
15093,1
15094,0
15095,1
15096,0
15097,0
15098,0
15099,0
15100,1
15101,1
15102,0
15103,0
15104,1
15105,0
15106,1
15107,1
15108,1
15109,1
15110,0
15111,1
15112,0
15113,1
15114,0
15115,0
15116,0
15117,1
15118,0
15119,1
15120,1
15121,0
15122,0
15123,0
15124,0
15125,0
15126,1
15127,0
15128,0
15129,0
15130,1
15131,0
15132,0
15133,0
15134,0
15135,0
15136,1
15137,1
15138,0
15139,0
15140,0
15141,0
15142,0
15143,0
15144,0
15145,0
15146,0
15147,0
15148,1
15149,1
15150,0
15151,0
15152,0
15153,0
15154,1
15155,0
15156,0
15157,0
15158,0
15159,0
15160,1
15161,0
15162,0
15163,0
15164,1
15165,0
15166,1
15167,1
15168,0
15169,0
15170,1
15171,0
15172,0
15173,0
15174,0
15175,0
15176,0
15177,0
15178,0
15179,1
15180,0
15181,0
15182,0
15183,1
15184,0
15185,0
15186,0
15187,0
15188,0
15189,1
15190,0
15191,1
15192,0
15193,0
15194,0
15195,0
15196,0
15197,1
15198,0
15199,1
15200,1
15201,1
15202,1
15203,0
15204,0
15205,0
15206,0
15207,0
15208,0
15209,1
15210,0
15211,0
15212,0
15213,0
15214,0
15215,0
15216,0
15217,0
15218,0
15219,1
15220,0
15221,1
15222,0
15223,0
15224,1
15225,1
15226,0
15227,0
15228,0
15229,1
15230,0
15231,0
15232,0
15233,0
15234,1
15235,0
15236,0
15237,0
15238,0
15239,0
15240,0
15241,0
15242,0
15243,0
15244,1
15245,1
15246,0
15247,0
15248,0
15249,0
15250,1
15251,0
15252,1
15253,0
15254,0
15255,1
15256,0
15257,0
15258,0
15259,0
15260,0
15261,1
15262,0
15263,0
15264,1
15265,0
15266,1
15267,0
15268,1
15269,1
15270,1
15271,1
15272,1
15273,0
15274,0
15275,1
15276,0
15277,0
15278,1
15279,0
15280,0
15281,0
15282,1
15283,1
15284,0
15285,0
15286,0
15287,1
15288,0
15289,0
15290,1
15291,0
15292,0
15293,0
15294,0
15295,0
15296,1
15297,1
15298,0
15299,0
15300,1
15301,0
15302,1
15303,1
15304,1
15305,0
15306,0
15307,1
15308,0
15309,1
15310,0
15311,0
15312,1
15313,0
15314,0
15315,1
15316,0
15317,0
15318,0
15319,1
15320,1
15321,0
15322,0
15323,0
15324,1
15325,0
15326,1
15327,0
15328,0
15329,0
15330,0
15331,0
15332,0
15333,0
15334,0
15335,0
15336,1
15337,0
15338,0
15339,0
15340,0
15341,1
15342,0
15343,0
15344,0
15345,0
15346,0
15347,0
15348,0
15349,1
15350,0
15351,0
15352,0
15353,0
15354,0
15355,1
15356,0
15357,0
15358,1
15359,0
15360,1
15361,1
15362,1
15363,0
15364,0
15365,1
15366,0
15367,0
15368,1
15369,1
15370,0
15371,0
15372,1
15373,0
15374,1
15375,0
15376,1
15377,1
15378,0
15379,0
15380,1
15381,0
15382,0
15383,0
15384,1
15385,0
15386,0
15387,0
15388,0
15389,0
15390,0
15391,1
15392,1
15393,1
15394,0
15395,0
15396,0
15397,0
15398,0
15399,0
15400,0
15401,0
15402,1
15403,0
15404,1
15405,1
15406,0
15407,1
15408,1
15409,0
15410,0
15411,1
15412,0
15413,0
15414,0
15415,0
15416,0
15417,0
15418,0
15419,0
15420,1
15421,0
15422,1
15423,0
15424,0
15425,1
15426,0
15427,0
15428,1
15429,0
15430,0
15431,0
15432,0
15433,1
15434,0
15435,0
15436,0
15437,1
15438,0
15439,0
15440,0
15441,1
15442,0
15443,0
15444,1
15445,0
15446,0
15447,0
15448,0
15449,0
15450,0
15451,0
15452,0
15453,0
15454,0
15455,0
15456,0
15457,0
15458,1
15459,1
15460,0
15461,1
15462,0
15463,0
15464,1
15465,0
15466,1
15467,0
15468,0
15469,0
15470,0
15471,0
15472,1
15473,1
15474,0
15475,1
15476,0
15477,0
15478,1
15479,1
15480,1
15481,0
15482,0
15483,1
15484,0
15485,0
15486,0
15487,0
15488,0
15489,0
15490,1
15491,0
15492,0
15493,0
15494,0
15495,1
15496,0
15497,1
15498,0
15499,0
15500,0
15501,1
15502,0
15503,1
15504,1
15505,1
15506,1
15507,1
15508,1
15509,0
15510,0
15511,1
15512,0
15513,0
15514,1
15515,0
15516,0
15517,1
15518,1
15519,1
15520,1
15521,1
15522,1
15523,0
15524,0
15525,1
15526,1
15527,0
15528,0
15529,1
15530,0
15531,0
15532,1
15533,0
15534,1
15535,1
15536,0
15537,1
15538,1
15539,0
15540,0
15541,0
15542,0
15543,0
15544,0
15545,1
15546,1
15547,0
15548,1
15549,1
15550,0
15551,0
15552,0
15553,0
15554,0
15555,1
15556,0
15557,0
15558,0
15559,1
15560,1
15561,0
15562,1
15563,1
15564,1
15565,0
15566,0
15567,0
15568,0
15569,0
15570,1
15571,0
15572,1
15573,0
15574,0
15575,0
15576,0
15577,1
15578,0
15579,0
15580,1
15581,1
15582,1
15583,0
15584,0
15585,0
15586,0
15587,0
15588,0
15589,0
15590,0
15591,1
15592,0
15593,0
15594,0
15595,0
15596,0
15597,0
15598,0
15599,0
15600,0
15601,0
15602,1
15603,0
15604,0
15605,1
15606,0
15607,1
15608,1
15609,0
15610,0
15611,0
15612,0
15613,1
15614,0
15615,0
15616,1
15617,1
15618,0
15619,0
15620,0
15621,0
15622,0
15623,0
15624,0
15625,0
15626,0
15627,0
15628,1
15629,1
15630,1
15631,0
15632,0
15633,0
15634,0
15635,0
15636,0
15637,0
15638,0
15639,0
15640,0
15641,1
15642,0
15643,1
15644,0
15645,0
15646,1
15647,1
15648,0
15649,0
15650,1
15651,0
15652,0
15653,1
15654,0
15655,0
15656,1
15657,1
15658,0
15659,0
15660,0
15661,0
15662,0
15663,1
15664,0
15665,0
15666,0
15667,1
15668,1
15669,0
15670,0
15671,1
15672,0
15673,0
15674,1
15675,0
15676,1
15677,0
15678,1
15679,0
15680,0
15681,0
15682,1
15683,1
15684,1
15685,0
15686,0
15687,1
15688,0
15689,1
15690,0
15691,0
15692,1
15693,1
15694,0
15695,0
15696,1
15697,0
15698,0
15699,0
15700,0
15701,0
15702,1
15703,0
15704,0
15705,0
15706,1
15707,0
15708,0
15709,0
15710,0
15711,1
15712,0
15713,0
15714,0
15715,0
15716,0
15717,0
15718,0
15719,0
15720,1
15721,0
15722,1
15723,0
15724,1
15725,0
15726,1
15727,0
15728,0
15729,0
15730,0
15731,1
15732,0
15733,0
15734,0
15735,0
15736,1
15737,1
15738,1
15739,1
15740,0
15741,0
15742,1
15743,1
15744,0
15745,1
15746,1
15747,1
15748,0
15749,0
15750,1
15751,0
15752,0
15753,0
15754,0
15755,0
15756,1
15757,0
15758,0
15759,1
15760,0
15761,0
15762,0
15763,1
15764,1
15765,0
15766,0
15767,0
15768,0
15769,0
15770,1
15771,1
15772,0
15773,1
15774,0
15775,1
15776,0
15777,1
15778,0
15779,0
15780,0
15781,1
15782,0
15783,0
15784,0
15785,1
15786,0
15787,1
15788,0
15789,0
15790,0
15791,0
15792,0
15793,1
15794,0
15795,0
15796,1
15797,0
15798,0
15799,0
15800,0
15801,0
15802,0
15803,0
15804,0
15805,1
15806,0
15807,0
15808,0
15809,0
15810,0
15811,1
15812,0
15813,0
15814,0
15815,0
15816,0
15817,1
15818,0
15819,0
15820,0
15821,1
15822,0
15823,0
15824,0
15825,0
15826,0
15827,0
15828,0
15829,0
15830,1
15831,0
15832,0
15833,1
15834,0
15835,0
15836,1
15837,0
15838,0
15839,0
15840,0
15841,0
15842,0
15843,0
15844,1
15845,1
15846,0
15847,1
15848,0
15849,0
15850,0
15851,1
15852,0
15853,0
15854,1
15855,0
15856,0
15857,0
15858,0
15859,0
15860,1
15861,0
15862,0
15863,0
15864,0
15865,0
15866,0
15867,1
15868,0
15869,1
15870,1
15871,0
15872,0
15873,0
15874,1
15875,1
15876,0
15877,1
15878,0
15879,1
15880,1
15881,1
15882,0
15883,0
15884,0
15885,1
15886,0
15887,0
15888,1
15889,0
15890,0
15891,0
15892,0
15893,0
15894,0
15895,0
15896,1
15897,0
15898,0
15899,1
15900,0
15901,0
15902,0
15903,1
15904,0
15905,0
15906,0
15907,0
15908,1
15909,0
15910,0
15911,0
15912,1
15913,0
15914,0
15915,1
15916,0
15917,0
15918,0
15919,0
15920,0
15921,0
15922,0
15923,0
15924,1
15925,1
15926,0
15927,0
15928,0
15929,1
15930,0
15931,0
15932,0
15933,0
15934,0
15935,0
15936,0
15937,1
15938,1
15939,0
15940,0
15941,0
15942,0
15943,1
15944,1
15945,0
15946,0
15947,0
15948,1
15949,0
15950,0
15951,0
15952,0
15953,0
15954,0
15955,0
15956,0
15957,0
15958,1
15959,0
15960,1
15961,0
15962,1
15963,0
15964,0
15965,0
15966,0
15967,0
15968,0
15969,1
15970,0
15971,0
15972,1
15973,0
15974,0
15975,0
15976,1
15977,0
15978,1
15979,0
15980,1
15981,0
15982,1
15983,0
15984,0
15985,0
15986,1
15987,0
15988,0
15989,0
15990,0
15991,0
15992,0
15993,1
15994,0
15995,0
15996,1
15997,0
15998,0
15999,0
16000,1
16001,1
16002,0
16003,0
16004,0
16005,0
16006,0
16007,0
16008,0
16009,0
16010,0
16011,1
16012,0
16013,1
16014,0
16015,0
16016,0
16017,0
16018,1
16019,0
16020,1
16021,0
16022,0
16023,1
16024,0
16025,1
16026,0
16027,0
16028,0
16029,0
16030,0
16031,1
16032,1
16033,1
16034,0
16035,0
16036,0
16037,1
16038,0
16039,0
16040,0
16041,1
16042,1
16043,1
16044,1
16045,0
16046,0
16047,0
16048,0
16049,0
16050,0
16051,1
16052,0
16053,0
16054,0
16055,0
16056,0
16057,0
16058,1
16059,0
16060,0
16061,1
16062,0
16063,0
16064,0
16065,1
16066,0
16067,0
16068,1
16069,1
16070,1
16071,0
16072,0
16073,0
16074,0
16075,0
16076,0
16077,0
16078,0
16079,0
16080,0
16081,0
16082,0
16083,0
16084,0
16085,0
16086,0
16087,0
16088,1
16089,0
16090,1
16091,0
16092,1
16093,0
16094,0
16095,0
16096,1
16097,1
16098,0
16099,0
16100,0
16101,1
16102,0
16103,0
16104,0
16105,0
16106,1
16107,1
16108,0
16109,0
16110,1
16111,0
16112,0
16113,1
16114,0
16115,0
16116,0
16117,0
16118,0
16119,1
16120,0
16121,0
16122,0
16123,0
16124,1
16125,0
16126,0
16127,0
16128,1
16129,1
16130,0
16131,0
16132,1
16133,0
16134,1
16135,0
16136,0
16137,1
16138,0
16139,0
16140,0
16141,1
16142,1
16143,0
16144,0
16145,0
16146,0
16147,0
16148,0
16149,1
16150,1
16151,0
16152,0
16153,0
16154,1
16155,0
16156,0
16157,1
16158,0
16159,0
16160,0
16161,0
16162,1
16163,0
16164,0
16165,0
16166,1
16167,0
16168,0
16169,0
16170,1
16171,0
16172,1
16173,0
16174,1
16175,0
16176,0
16177,0
16178,0
16179,0
16180,0
16181,1
16182,0
16183,1
16184,0
16185,0
16186,0
16187,0
16188,0
16189,0
16190,0
16191,1
16192,1
16193,0
16194,0
16195,0
16196,1
16197,1
16198,0
16199,1
16200,0
16201,1
16202,0
16203,0
16204,0
16205,1
16206,0
16207,0
16208,1
16209,0
16210,0
16211,0
16212,1
16213,0
16214,0
16215,0
16216,0
16217,0
16218,0
16219,0
16220,1
16221,0
16222,0
16223,1
16224,0
16225,0
16226,0
16227,0
16228,0
16229,0
16230,0
16231,0
16232,0
16233,0
16234,0
16235,0
16236,0
16237,0
16238,0
16239,0
16240,0
16241,0
16242,1
16243,0
16244,0
16245,0
16246,0
16247,0
16248,0
16249,0
16250,1
16251,1
16252,1
16253,0
16254,1
16255,0
16256,0
16257,0
16258,0
16259,1
16260,1
16261,0
16262,0
16263,1
16264,0
16265,0
16266,0
16267,1
16268,0
16269,0
16270,1
16271,0
16272,0
16273,0
16274,0
16275,1
16276,0
16277,0
16278,0
16279,0
16280,1
16281,1
16282,1
16283,0
16284,0
16285,0
16286,0
16287,1
16288,0
16289,0
16290,1
16291,0
16292,0
16293,1
16294,0
16295,0
16296,0
16297,0
16298,0
16299,0
16300,1
16301,0
16302,1
16303,0
16304,1
16305,0
16306,1
16307,0
16308,1
16309,0
16310,0
16311,0
16312,0
16313,1
16314,0
16315,0
16316,0
16317,0
16318,1
16319,0
16320,0
16321,1
16322,1
16323,0
16324,0
16325,0
16326,0
16327,0
16328,0
16329,0
16330,0
16331,1
16332,1
16333,0
16334,0
16335,1
16336,0
16337,0
16338,0
16339,0
16340,0
16341,1
16342,0
16343,0
16344,0
16345,0
16346,0
16347,0
16348,1
16349,0
16350,1
16351,0
16352,1
16353,0
16354,1
16355,1
16356,0
16357,0
16358,0
16359,0
16360,0
16361,1
16362,0
16363,0
16364,0
16365,0
16366,1
16367,0
16368,0
16369,0
16370,0
16371,1
16372,0
16373,1
16374,0
16375,0
16376,1
16377,1
16378,0
16379,0
16380,0
16381,1
16382,0
16383,0
16384,0
16385,0
16386,1
16387,0
16388,0
16389,0
16390,0
16391,0
16392,1
16393,1
16394,0
16395,0
16396,0
16397,1
16398,0
16399,0
16400,0
16401,1
16402,0
16403,1
16404,0
16405,0
16406,1
16407,0
16408,0
16409,1
16410,0
16411,0
16412,1
16413,0
16414,1
16415,0
16416,1
16417,0
16418,0
16419,0
16420,0
16421,0
16422,0
16423,0
16424,0
16425,0
16426,1
16427,0
16428,0
16429,1
16430,0
16431,0
16432,0
16433,0
16434,1
16435,1
16436,0
16437,0
16438,0
16439,0
16440,1
16441,0
16442,0
16443,0
16444,0
16445,0
16446,0
16447,1
16448,0
16449,0
16450,1
16451,0
16452,0
16453,0
16454,0
16455,1
16456,0
16457,1
16458,1
16459,0
16460,1
16461,0
16462,0
16463,0
16464,0
16465,0
16466,0
16467,0
16468,1
16469,0
16470,0
16471,0
16472,0
16473,0
16474,0
16475,0
16476,0
16477,0
16478,0
16479,0
16480,0
16481,0
16482,0
16483,1
16484,0
16485,0
16486,0
16487,0
16488,0
16489,0
16490,0
16491,0
16492,0
16493,1
16494,1
16495,1
16496,0
16497,1
16498,0
16499,0
16500,0
16501,0
16502,0
16503,1
16504,1
16505,0
16506,0
16507,1
16508,1
16509,0
16510,0
16511,1
16512,0
16513,0
16514,0
16515,0
16516,0
16517,0
16518,0
16519,1
16520,0
16521,0
16522,0
16523,0
16524,0
16525,0
16526,0
16527,0
16528,1
16529,1
16530,0
16531,0
16532,1
16533,0
16534,0
16535,0
16536,0
16537,1
16538,1
16539,0
16540,0
16541,0
16542,0
16543,0
16544,0
16545,0
16546,1
16547,0
16548,0
16549,0
16550,0
16551,1
16552,0
16553,0
16554,0
16555,0
16556,0
16557,1
16558,0
16559,0
16560,0
16561,0
16562,0
16563,0
16564,1
16565,0
16566,0
16567,0
16568,0
16569,0
16570,0
16571,0
16572,1
16573,0
16574,0
16575,0
16576,0
16577,1
16578,0
16579,1
16580,0
16581,1
16582,0
16583,0
16584,0
16585,1
16586,0
16587,0
16588,0
16589,1
16590,1
16591,1
16592,0
16593,0
16594,0
16595,0
16596,0
16597,1
16598,0
16599,1
16600,1
16601,1
16602,1
16603,0
16604,0
16605,0
16606,0
16607,0
16608,0
16609,0
16610,0
16611,1
16612,0
16613,0
16614,1
16615,1
16616,0
16617,0
16618,1
16619,1
16620,1
16621,0
16622,1
16623,0
16624,0
16625,0
16626,0
16627,0
16628,0
16629,0
16630,0
16631,0
16632,0
16633,0
16634,0
16635,0
16636,1
16637,0
16638,1
16639,1
16640,0
16641,1
16642,0
16643,0
16644,0
16645,0
16646,0
16647,0
16648,0
16649,1
16650,0
16651,0
16652,0
16653,1
16654,0
16655,0
16656,0
16657,0
16658,1
16659,0
16660,0
16661,0
16662,0
16663,0
16664,0
16665,0
16666,0
16667,0
16668,1
16669,0
16670,0
16671,0
16672,0
16673,0
16674,1
16675,0
16676,0
16677,1
16678,0
16679,1
16680,1
16681,1
16682,0
16683,0
16684,0
16685,0
16686,0
16687,1
16688,0
16689,0
16690,1
16691,1
16692,0
16693,0
16694,0
16695,0
16696,1
16697,0
16698,0
16699,0
16700,1
16701,1
16702,1
16703,0
16704,1
16705,0
16706,0
16707,0
16708,0
16709,1
16710,0
16711,1
16712,0
16713,0
16714,0
16715,0
16716,0
16717,0
16718,0
16719,1
16720,0
16721,1
16722,0
16723,0
16724,0
16725,0
16726,0
16727,0
16728,0
16729,0
16730,0
16731,1
16732,0
16733,0
16734,0
16735,0
16736,0
16737,1
16738,0
16739,0
16740,0
16741,0
16742,0
16743,0
16744,1
16745,0
16746,0
16747,0
16748,0
16749,0
16750,1
16751,0
16752,0
16753,0
16754,0
16755,0
16756,0
16757,0
16758,0
16759,1
16760,0
16761,1
16762,1
16763,0
16764,0
16765,0
16766,0
16767,0
16768,1
16769,0
16770,0
16771,0
16772,0
16773,0
16774,0
16775,0
16776,1
16777,0
16778,1
16779,0
16780,0
16781,0
16782,0
16783,0
16784,0
16785,0
16786,0
16787,1
16788,0
16789,0
16790,0
16791,0
16792,1
16793,0
16794,0
16795,0
16796,0
16797,0
16798,0
16799,0
16800,0
16801,0
16802,1
16803,0
16804,0
16805,0
16806,0
16807,1
16808,0
16809,0
16810,0
16811,1
16812,0
16813,1
16814,0
16815,0
16816,0
16817,1
16818,1
16819,0
16820,1
16821,0
16822,1
16823,0
16824,0
16825,0
16826,0
16827,0
16828,0
16829,0
16830,0
16831,0
16832,0
16833,0
16834,1
16835,1
16836,0
16837,0
16838,0
16839,1
16840,0
16841,0
16842,0
16843,1
16844,0
16845,0
16846,0
16847,1
16848,0
16849,0
16850,0
16851,0
16852,0
16853,0
16854,0
16855,1
16856,0
16857,1
16858,0
16859,0
16860,0
16861,0
16862,0
16863,0
16864,0
16865,1
16866,0
16867,0
16868,1
16869,1
16870,1
16871,0
16872,0
16873,0
16874,0
16875,0
16876,1
16877,0
16878,1
16879,0
16880,0
16881,0
16882,0
16883,1
16884,0
16885,0
16886,0
16887,0
16888,0
16889,0
16890,0
16891,1
16892,1
16893,0
16894,0
16895,0
16896,0
16897,0
16898,0
16899,0
16900,0
16901,1
16902,0
16903,0
16904,0
16905,0
16906,0
16907,0
16908,0
16909,1
16910,1
16911,0
16912,0
16913,0
16914,0
16915,1
16916,0
16917,0
16918,0
16919,1
16920,1
16921,0
16922,1
16923,0
16924,1
16925,0
16926,1
16927,0
16928,0
16929,0
16930,1
16931,0
16932,1
16933,1
16934,1
16935,1
16936,0
16937,0
16938,0
16939,0
16940,1
16941,1
16942,0
16943,1
16944,0
16945,0
16946,0
16947,0
16948,0
16949,1
16950,1
16951,0
16952,1
16953,0
16954,0
16955,0
16956,0
16957,1
16958,1
16959,0
16960,1
16961,1
16962,0
16963,0
16964,0
16965,0
16966,1
16967,0
16968,0
16969,0
16970,0
16971,0
16972,0
16973,0
16974,1
16975,1
16976,0
16977,0
16978,0
16979,0
16980,1
16981,1
16982,0
16983,0
16984,0
16985,1
16986,0
16987,1
16988,1
16989,0
16990,0
16991,0
16992,0
